Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
AR230482101315567616,ODS,,"CZ, DE, EU, GB, HU, PL",EU-Parliament,103,5700,5000,401250,9850,37400,129000,37500,1612500,21600,23925,52500,4300
AR230866930385289216,MODERATA SAMLINGSPARTIET RIKSORGANISATIONEN,,"DE, EU, SE",EU-Parliament,25,2000,1750,140500,3450,13100,45000,13000,562500,7600,8400,18000,1500
AR231125315617816576,CINDY SIEGEL FOR CONGRESS,FEC ID C00703199,US,US-Federal,18,200,200,17750,425,1700,6000,1500,67500,1000,1050,2250,200
AR231254783111987200,SAN DIEGANS AGAINST HATE OPPOSING LORIE ZAPF FOR CITY COUNCIL  2018 SPONSORED BY BUILDING AND CONSTRUCTION TRADES,EIN ID 81-2229625,US,US-Federal,1,700,600,47250,1150,4400,15000,4500,187500,2500,2850,6000,500
AR231601129274736640,DONOVAN FOR CONGRESS,FEC ID C00571869,US,US-Federal,1,0,0,1250,25,100,0,0,7500,100,75,0,0
AR232372436681621504,FRIENDS OF MARC FRIEDENBERG,FEC ID C00655084,US,US-Federal,8,29300,25750,2076000,50950,193500,670000,194500,8332500,111800,123825,271500,22250
AR232680299937398784,Jukka Kopra,,"ES, EU, FI",EU-Parliament,13,3900,3450,276500,6775,25800,89000,26000,1110000,14900,16500,36000,2950
AR232771834280411136,BOWMAN FOR CONGRESS,FEC ID C00709196,US,US-Federal,2,500,400,33500,825,3100,11000,3000,135000,1800,2025,4500,350
AR235409837553352704,ELECTRIC SYMPHONY LLC,EIN ID 46-3284163,US,US-Federal,112,12400,10950,881500,21625,82200,284000,82500,3540000,47500,52575,115500,9450
AR236104728902107136,MARTHA ROBY FOR CONGRESS,FEC ID C00462143,US,US-Federal,80,32100,28200,2274250,55800,212000,734000,213000,9127500,122500,135675,297000,24400
AR236111600849780736,Green Party of Ireland / Comhaontas Glas,,"EU, IE",EU-Parliament,24,5200,4600,370250,9075,34500,119000,34500,1485000,20000,22125,48750,3950
AR23613111718117376,FRIENDS OF ELIZABETH ESTY,FEC ID C00494203,US,US-Federal,6,3700,3250,260250,6375,24300,84000,24500,1042500,14000,15525,33750,2800
AR237230628808949760,DR JIM MAXWELL FOR CONGRESS,FEC ID C00666164,US,US-Federal,120,18200,16000,1290000,31650,120300,416000,121000,5182500,69500,76950,168750,13850
AR237340030215913472,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,,"DE, EU, PL",EU-Parliament,541,127800,112450,9062750,222375,844800,2924000,848500,36382500,488200,540600,1185000,97150
AR237351575088005120,PETE SESSIONS FOR CONGRESS,FEC ID C00303305,US,US-Federal,33,13700,12100,974500,23900,90800,314000,91500,3915000,52500,58125,127500,10450
AR237678679797268480,Socialdemokratiet,,"DK, EU",EU-Parliament,77,22200,19500,1572000,38575,146500,507000,147000,6307500,84700,93750,205500,16850
AR238773518500626432,Petros Kokkalis,,"AT, BG, EU, GR",EU-Parliament,229,20600,18150,1462250,35875,136300,472000,137000,5872500,78800,87225,191250,15650
AR239482428622635008,HEIDI FOR SENATE,FEC ID C00505552,US,US-Federal,398,307800,270900,21827250,535600,2034700,7043000,2044000,87622500,1175900,1302075,2853750,233950
AR23989694450630656,ARDA CAMPAIGNS LLC,EIN ID 82-3347781,US,US-Federal,1,400,350,27750,675,2600,9000,2500,112500,1500,1650,3750,300
AR240608328529477632,RESONATE NETWORKS INC,EIN ID 27-1573058,US,US-Federal,16,18700,16400,1323000,32475,123300,427000,124000,5310000,71300,78900,173250,14200
AR240810638668988416,ELIZABETH HENG FOR CONGRESS,FEC ID C00670257,US,US-Federal,8,3200,2800,226500,5550,21100,73000,21000,907500,12200,13500,29250,2450
AR240944779087577088,CHANGE NOW,FEC ID C00683599,US,US-Federal,58,215900,190050,15313000,375750,1427400,4941000,1434000,61470000,824900,913500,2001750,164100
AR242125929453715456,Sloboda a Solidarita,,"AT, BE, CZ, ES, EU, GB, HU, PL, SK",EU-Parliament,923,40000,35200,2836750,69600,264400,915000,265500,11385000,152800,169200,370500,30400
AR242570956785057792,LEAGUE OF CONSERVATION VOTERS VICTORY FUND,EIN ID 27-3145176,US,US-Federal,43,8700,7650,617000,15150,57500,199000,58000,2475000,33200,36825,81000,6600
AR242725987924574208,VOTEVETS,FEC ID C00418897,US,US-Federal,5,84200,74150,5973000,146575,556800,1927000,559500,23977500,321800,356325,780750,64000
AR242860128343162880,ELIZABETH PANNILL FLETCHER FOR CONGRESS,FEC ID C00640045,US,US-Federal,39,28200,24850,2001500,49100,186600,646000,187500,8032500,107800,119400,261750,21450
AR242981074622218240,KONNI BURTON CAMPAIGN,EIN ID 46-3201932,US,US-Federal,6,1300,1150,91250,2250,8500,29000,8500,367500,4900,5475,12000,1000
AR243570412854706176,GIFFORDS PAC,FEC ID C00540443,US,US-Federal,17,7000,6150,497500,12200,46400,161000,46500,1995000,26800,29700,65250,5350
AR24388817171513344,Auburn Digital Solutions Private Limited,,IN,IN-General,870,327900,288550,23252000,570550,2167500,7503000,2177500,93345000,1252600,1387050,3039750,249200
AR244274375174389760,LKR,,"DE, EU",EU-Parliament,19,8500,7500,605500,14850,56400,195000,56500,2430000,32600,36150,79500,6500
AR24435546415693824,PAUL DAVIS FOR KANSAS,FEC ID C00653121,US,US-Federal,17,24900,21900,1764000,43275,164400,569000,165000,7080000,95000,105225,230250,18900
AR245542936714936320,FRIENDS OF DAVE BRAT INC.,FEC ID C00554949,US,US-Federal,146,64100,56450,4547750,111600,423900,1467000,426000,18255000,245000,271275,594750,48750
AR246237828063690752,STABENOW FOR US SENATE,FEC ID C00344473,US,US-Federal,25,126100,111000,8945250,219500,833800,2886000,837500,35910000,481900,533625,1169250,95850
AR246281808528801792,"YODER FOR CONGRESS, INC",FEC ID C00472365,US,US-Federal,20,12800,11200,904250,22200,84300,292000,84500,3630000,48700,53925,118500,9700
AR24721694316822528,Volt Nederland,,"AT, BE, BG, DE, ES, EU, IT, LU, NL",EU-Parliament,36,48400,42600,3431500,84200,319900,1107000,321500,13777500,184900,204675,448500,36800
AR247363727970533376,BLACKBURN TENNESSEE VICTORY FUND,FEC ID C00676395,US,US-Federal,12,104000,91550,7375750,181000,687600,2380000,690500,29610000,397300,440025,964500,79050
AR247906886714654720,ESAFUND,FEC ID C00489856,US,US-Federal,11,163100,143500,11564000,283750,1078000,3731000,1083000,46425000,623000,689850,1512000,123950
AR248041576889057280,JONI FOR IOWA,FEC ID C00546788,US,US-Federal,4,1200,1100,87750,2150,8200,28000,8000,352500,4700,5250,11250,950
AR248470386423889920,DRAVIDA MUNNETRA KAZHAGAM,,IN,IN-General,266,578300,508900,41007000,1006225,3822500,13231000,3840000,164617500,2209100,2446200,5361000,439500
AR248489627877376000,DCCC,FEC ID C00000935,US,US-Federal,468,1022800,900050,72525000,1779625,6760500,23401000,6791000,291142500,3907000,4326300,9480750,777300
AR248500622993653760,GARY JOHNSON FOR US SENATE INC,FEC ID C00685610,US,US-Federal,12,2200,2000,159250,3900,14800,51000,15000,637500,8600,9525,21000,1700
AR248881328894771200,Österreichischer Wirtschaftsbund (ÖWB),,"AT, EU",EU-Parliament,26,3300,2900,232500,5700,21700,75000,22000,930000,12500,13875,30750,2500
AR249462420790050816,CHRISTY FOX,,US,US-Federal,1,600,550,42500,1050,4000,14000,4000,172500,2300,2550,5250,450
AR249615527784218624,DSCC,FEC ID C00042366,US,US-Federal,70,138400,121850,9817250,240900,915100,3168000,919500,39412500,528900,585600,1283250,105200
AR253947878475563008,JAMES MACKLER FOR US SENATE,FEC ID C00637850,US,US-Federal,2,1100,1000,81250,2000,7600,26000,7500,322500,4400,4875,10500,850
AR254119127411589120,CFG ACTION WISCONSIN,EIN ID 82-2516740,US,US-Federal,170,29300,25750,2074750,50900,193400,669000,194500,8325000,111800,123750,271500,22250
AR254356072167374848,Partito Democratico,,"EU, IT",EU-Parliament,50,68000,59850,4820750,118300,449400,1556000,451500,19350000,259700,287550,630000,51650
AR254898681155682304,"AUDIENCE PARTNERS, LLC",EIN ID 26-2376883,US,US-Federal,2,900,750,60750,1500,5700,20000,5500,240000,3300,3600,8250,650
AR255071304481243136,INDIVISIBLE ACTION,FEC ID C00678839,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0
AR255896213079982080,AMERICAN POSSIBILITIES PAC,FEC ID C00639500,US,US-Federal,16,114600,100850,8125250,199375,757400,2622000,761000,32617500,437700,484725,1062000,87100
AR256787917010108416,CSV - Chrëschtlech Sozial Vollekspartei,,"EU, LU",EU-Parliament,1,800,750,59500,1450,5500,19000,5500,240000,3200,3525,7500,650
AR257142234632159232,SPD Berlin,,"DE, EU",EU-Parliament,18,1900,1650,133750,3275,12500,43000,12500,540000,7200,7950,17250,1450
AR257323104294928384,PLANNED PARENTHOOD VOTES,EIN ID 13-4128897,US,US-Federal,47,23800,20950,1688250,41425,157400,545000,158000,6780000,90900,100725,220500,18100
AR258908874940088320,Socialdemokratiet i Region Midtjylland,,"DE, DK, EU",EU-Parliament,79,10500,9300,748000,18350,69700,241000,70000,3000000,40300,44625,97500,8000
AR259008105864495104,MWPOLITICAL,EIN ID 81-4812861,US,US-Federal,2,1500,1350,109750,2700,10200,35000,10500,442500,5900,6525,14250,1200
AR25953147339931648,IT Connect Paweł Kociński,,"EU, PL",EU-Parliament,4,1500,1350,108250,2650,10100,35000,10000,435000,5800,6450,14250,1150
AR260140327963197440,MPhilms,,"EU, SK",EU-Parliament,9,1700,1450,118500,2900,11000,38000,11000,472500,6400,7050,15750,1250
AR261266227870040064,"POET, LLC",EIN ID 20-4218604,US,US-Federal,4,18000,15850,1275500,31300,118900,412000,119500,5122500,68700,76125,166500,13650
AR2616013040386048,FDP Kreisverband Bielefeld,,"DE, EU",EU-Parliament,13,2800,2500,201000,4925,18700,65000,19000,810000,10800,12000,26250,2150
AR26168376741068800,"Sandoval Creative, INC",EIN ID 80-0011788,US,US-Federal,6,2900,2600,209000,5125,19500,67000,19500,840000,11300,12450,27000,2250
AR261854466590900224,Mario Malossini,,"EU, IT",EU-Parliament,6,300,300,23000,575,2100,7000,2000,90000,1200,1350,3000,250
AR262011421875765248,"CONSUMER COALITION OF OKLAHOMA, INC.",EIN ID 46-2350836,US,US-Federal,11,120000,105600,8508000,208775,793100,2745000,796500,34155000,458300,507525,1112250,91200
AR262288773683871744,SVERIGES SOCIALDEMOKRATISKA ARBETAREPARTI,,"EU, PL, SE",EU-Parliament,377,54400,47900,3859750,94700,359800,1245000,361500,15495000,207900,230250,504750,41350
AR263126326666330112,KIND FOR CONGRESS COMMITTEE,FEC ID C00312017,US,US-Federal,2,4500,3900,315750,7750,29400,102000,29500,1267500,17000,18825,41250,3400
AR2634429860151296,MIKE GALLAGHER FOR WISCONSIN,FEC ID C00610212,US,US-Federal,181,57300,50450,4066500,99775,379100,1312000,381000,16327500,219100,242550,531750,43600
AR264252226573172736,Friends of Scott Walker Inc.,EIN ID 39-1816136,US,US-Federal,3,3200,2800,225750,5550,21100,73000,21000,907500,12200,13500,29250,2400
AR264669216358006784,MAURO SENATE CAMPAIGN TEAM,FEC ID C00706648,US,US-Federal,6,800,650,54250,1325,5100,18000,5000,217500,2900,3225,6750,600
AR264932274514952192,JAIME HARRISON FOR US SENATE,FEC ID C00696153,US,US-Federal,66,11600,10250,825500,20250,76900,266000,77500,3315000,44500,49275,108000,8850
AR265378126480015360,BRINDISI FOR CONGRESS,FEC ID C00648725,US,US-Federal,18,27200,23950,1928250,47325,179700,622000,180500,7740000,103900,115050,252000,20650
AR26541386060791808,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,FEC ID C00162339,US,US-Federal,12,600,500,39250,950,3700,13000,3500,157500,2100,2325,5250,400
AR265664274381144064,SIMPSON PUBLIC AFFAIRS LLC,EIN ID 46-5154340,US,US-Federal,1,800,700,54500,1350,5100,18000,5000,217500,2900,3225,7500,600
AR265715126793928704,ENERGY 45 FUND,EIN ID 83-3502943,US,US-Federal,14,700,650,50500,1250,4700,16000,4500,202500,2700,3000,6750,550
AR266330303549669376,ANTHONY GONZALEZ FOR CONGRESS,FEC ID C00654079,US,US-Federal,3,300,250,20750,500,1900,7000,2000,82500,1100,1275,3000,200
AR266504026386857984,GUPTA FOR CONGRESS,FEC ID C00662213,US,US-Federal,8,3400,3000,241500,5925,22500,78000,22500,967500,13000,14400,31500,2600
AR26687346229379072,VIRGINIA FOXX FOR CONGRESS,FEC ID C00386748,US,US-Federal,37,9400,8300,666750,16375,62200,215000,62500,2677500,35900,39750,87000,7150
AR266895727404253184,JACK MORRIS MEDIA PVT LTD,,IN,IN-General,2,0,0,1250,25,100,0,0,7500,100,75,0,0
AR267077971456557056,THE FRIENDS OF TRACY MITRANO COMMITTEE,FEC ID C00654525,US,US-Federal,1,2500,2200,176750,4350,16500,57000,16500,712500,9500,10575,23250,1900
AR267629926293700608,"ANDREW CUOMO 2018, INC.",EIN ID 13-4153895,US,US-Federal,2,2200,1900,153500,3775,14300,50000,14500,615000,8300,9150,20250,1650
AR268046916078534656,MARCO RUBIO FOR SENATE 2016,EIN ID 81-2948763,US,US-Federal,4,400,350,28750,700,2700,9000,2500,112500,1600,1725,3750,300
AR268173085037821952,CRESENT HARDY FOR CONGRESS,FEC ID C00666461,US,US-Federal,4,1400,1200,97250,2400,9100,31000,9000,390000,5200,5775,12750,1050
AR26844576392151040,FRIENDS OF JENNIFER BOYSKO,EIN ID 83-2310503,US,US-Federal,1,400,400,31000,750,2900,10000,3000,127500,1700,1875,3750,350
AR268709096956362752,TOP 09,,"CZ, EU",EU-Parliament,156,600,500,41500,1025,3900,13000,4000,165000,2200,2475,5250,450
AR2697102022934528,DEFENDING MAIN STREET SUPER PAC,EIN ID 46-1657237,US,US-Federal,3,21000,18500,1490750,36575,139000,481000,139500,5985000,80300,88950,195000,16000
AR270861665845641216,ΔΗΜΙΟΥΡΓΙΑ ΞΑΝΑ,,"EU, GR",EU-Parliament,57,700,600,48000,1175,4500,16000,4500,195000,2600,2850,6000,500
AR271193993235136512,SOCIALDEMOKRATIET,,"DK, EU",EU-Parliament,236,259900,228700,18426750,452150,1717700,5946000,1725500,73972500,992700,1099200,2409000,197500
AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,US,US-Federal,650,2208900,1943800,156630000,3843425,14600600,50539000,14667000,628770000,8437800,9343500,20475750,1678750
AR271717910525771776,WILSON FOR SENATE EXPLORATORY COMMITTEE,EIN ID 82-1227577,US,US-Federal,2,6600,5850,471000,11550,43900,152000,44000,1890000,25400,28125,61500,5050
AR272133525921071104,AFG GROUP INC.,EIN ID 82-1315176,US,US-Federal,2,800,750,58500,1450,5500,19000,5500,232500,3200,3525,7500,650
AR272140397868744704,AHKERIEN AJATUSTEN SEURA RY,,"EU, FI",EU-Parliament,10,9600,8450,679750,16675,63400,219000,63500,2730000,36600,40575,88500,7300
AR273259425827913728,SWING LEFT,FEC ID C00632133,US,US-Federal,5,0,0,500,0,0,0,0,0,0,0,0,0
AR273303406293024768,MALONEY FOR NEW YORK,EIN ID 83-0176546,US,US-Federal,29,10200,8950,721000,17700,67200,233000,67500,2895000,38800,42975,94500,7750
AR273707476816232448,Morten Dahlin,,"DK, EU",EU-Parliament,39,3900,3400,274750,6750,25600,89000,25500,1102500,14800,16425,36000,2950
AR274385325734756352,RANDY HULTGREN FOR CONGRESS,FEC ID C00467522,US,US-Federal,33,129100,113600,9155500,224650,853500,2954000,857500,36757500,493200,546150,1197000,98150
AR274592033920778240,COMMITTEE TO ELECT DAN KOH,FEC ID C00654509,US,US-Federal,1,15600,13700,1102750,27050,102800,356000,103500,4425000,59400,65775,144000,11800
AR274803140153311232,AMERICAN POTENTIAL PAC,FEC ID C00685941,US,US-Federal,17,1600,1400,112250,2750,10500,36000,10500,450000,6000,6675,15000,1200
AR275284726246277120,Cordray Commitee,EIN ID 82-3523466,US,US-Federal,4,49000,43100,3471750,85200,323600,1120000,325000,13935000,187000,207075,453750,37200
AR276637125548441600,REPUBLICAN NATIONAL COMMITTEE,FEC ID C00003418,US,US-Federal,6782,1164400,1024650,82564250,2025975,7696400,26640000,7731500,331447500,4447800,4925175,10793250,884900
AR277354007129751552,Public Advocate of the United States,EIN ID 52-1112449,US,US-Federal,185,11100,9800,787750,19325,73400,254000,74000,3165000,42400,47025,102750,8450
AR277716296211103744,ALLEN THOMAS FOR CONGRESS,FEC ID C00698753,US,US-Federal,68,3700,3300,265500,6525,24800,86000,25000,1065000,14300,15825,34500,2850
AR278009316059906048,TARKANIAN FOR CONGRESS,FEC ID C00465963,US,US-Federal,6,1800,1600,128500,3150,12000,41000,12000,517500,6900,7650,16500,1400
AR278369955873816576,For Our Republic Fund,EIN ID 83-0939337,US,US-Federal,32,51200,45100,3632500,89150,338600,1172000,340000,14580000,195700,216675,474750,38950
AR278473309966827520,FRIENDS OF ANDREW LEWIS,EIN ID 82-4606685,US,US-Federal,1,2100,1800,145750,3575,13600,47000,13500,585000,7900,8700,18750,1550
AR278888925362126848,TIFFANY SHEDD FOR CONGRESS COMMITTEE,FEC ID C00657155,US,US-Federal,19,10400,9150,737000,18075,68700,238000,69000,2955000,39700,43950,96000,7900
AR28101593060605952,CD&V Houthulst,,"BE, EU",EU-Parliament,24,3300,2900,234500,5750,21900,76000,22000,945000,12600,14025,30750,2500
AR281140725175812096,NEW REPUBLICAN PAC,FEC ID C00544544,US,US-Federal,13,105000,92450,7448750,182775,694400,2403000,697500,29902500,401300,444375,973500,79850
AR281414503571128320,FRIENDS OF VANGIE WILLIAMS,FEC ID C00632059,US,US-Federal,9,1000,850,68750,1675,6400,22000,6500,277500,3700,4125,9000,750
AR281467005251354624,CAL FOR NC,EIN ID 84-2045903,US,US-Federal,12,900,800,66250,1625,6200,21000,6000,262500,3600,3975,9000,700
AR282113518088486912,TAYLOR HUBBARD,,US,US-Federal,3,200,150,11000,275,1000,4000,1000,45000,600,675,1500,100
AR282266625082654720,"NATURAL RESOURCES DEFENSE COUNCIL, INC.",EIN ID 13-2654926,US,US-Federal,2693,223600,196750,15852750,389000,1477700,5115000,1484500,63637500,854000,945675,2072250,169900
AR282797689198870528,"ORRA SGS, INC.",FEC ID 01-0667954,US,US-Federal,10,1200,1000,82500,2025,7700,27000,7500,330000,4400,4950,10500,900
AR283015942256984064,Venstres Landsorganisation,,"DK, EU, GR",EU-Parliament,360,155300,136650,11012250,270225,1026500,3553000,1031000,44205000,593200,656925,1439250,118050
AR283046178826747904,MONTANA RURAL VOTERS ACTION FUND,FEC ID C00609529,US,US-Federal,1,3300,2950,236750,5800,22100,76000,22000,952500,12800,14100,30750,2550
AR283392524989497344,COMSTOCK FOR CONGRESS,FEC ID C00554261,US,US-Federal,238,206900,182100,14673250,360050,1367800,4735000,1374000,58905000,790500,875325,1918500,157250
AR283486533233672192,BRANDSUM TECH SOLUTIONS PRIVATE LIMITED,,IN,IN-General,315,144100,126850,10220750,250800,952800,3298000,957000,41032500,550600,609675,1336500,109550
AR284090989751042048,ORBIS UNUM LTD.,,"EU, GR",EU-Parliament,69,900,750,61500,1500,5700,20000,5500,247500,3300,3675,8250,650
AR284518424896339968,CARYN FOR CONGRESS INC,FEC ID C00654830,US,US-Federal,8,2500,2150,174000,4275,16200,56000,16500,697500,9400,10350,22500,1850
AR284949433454428160,ILHAN FOR CONGRESS,FEC ID C00680934,US,US-Federal,9,3100,2750,220500,5400,20500,71000,20500,885000,11900,13125,28500,2350
AR285355153245077504,"American Civil Liberties Union Foundation, Inc.",EIN ID 13-6213516,US,US-Federal,13,200,200,15000,375,1400,5000,1500,60000,800,900,2250,150
AR285571207279935488,Bharati Web Pvt.Ltd,,IN,IN-General,11,300,250,20000,500,1900,6000,2000,82500,1100,1200,2250,200
AR285579453617143808,CHIP ROY FOR CONGRESS,FEC ID C00662767,US,US-Federal,7,1000,850,69750,1725,6500,23000,6500,277500,3800,4200,9000,750
AR285644324803182592,THE COMMITTEE TO DEFEND THE PRESIDENT,FEC ID C00544767,US,US-Federal,460,13000,11500,925000,22700,86200,298000,86500,3712500,49800,55200,120750,9900
AR286252904489156608,PEOPLE FOR BEN,FEC ID C00443689,US,US-Federal,9,1600,1400,112250,2750,10500,36000,10500,450000,6000,6675,15000,1200
AR286887322698383360,DIGITAL HYVE MARKETING LLC,EIN ID 45-4727737,US,US-Federal,3,2100,1850,149000,3650,13900,48000,14000,600000,8000,8925,19500,1600
AR28754977845411840,TULSI NOW,FEC ID C00693713,US,US-Federal,9,47500,41800,3368000,82650,313900,1087000,315500,13522500,181400,200925,440250,36100
AR288179248861020160,INDIAN NATIONAL CONGRESS,,IN,IN-General,425,429400,377850,30447500,747125,2838200,9824000,2851000,122227500,1640200,1816275,3980250,326350
AR288275456128450560,"35TH, INC.",FEC ID C00635607,US,US-Federal,7,30500,26850,2163500,53075,201700,698000,202500,8685000,116500,129075,282750,23200
AR288284801977286656,Partido Popular Regional De Canarias,,"ES, EU, GB",EU-Parliament,293,5600,4900,394000,9675,36700,127000,37000,1582500,21200,23475,51750,4200
AR288566826709811200,VOLUNTEERS FOR SHIMKUS,FEC ID C00258855,US,US-Federal,13,5000,4400,354750,8700,33100,114000,33000,1425000,19100,21150,46500,3800
AR288576172558647296,THE PARKSIDE GROUP LLC,EIN ID 11-3517425,US,US-Federal,1,10700,9400,757000,18575,70600,244000,71000,3037500,40800,45150,99000,8100
AR28939146043064320,MCSALLY FOR SENATE INC,FEC ID C00666040,US,US-Federal,1160,210600,185350,14934500,366450,1392100,4819000,1398500,59955000,804500,890850,1952250,160050
AR290068759593353216,NEW YORK STATE DEMOCRATIC COMMITTEE,EIN ID 13-0628260,US,US-Federal,19,71900,63250,5097750,125075,475200,1645000,477500,20467500,274600,304125,666750,54650
AR290846389192097792,Junge Liberale e.V.,,"DE, EU",EU-Parliament,2,2000,1800,144500,3550,13500,47000,13500,577500,7800,8625,18750,1550
AR290858208942096384,BRADY FOR CONGRESS,FEC ID C00311043,US,US-Federal,23,6000,5250,424750,10425,39600,137000,40000,1702500,22900,25350,55500,4550
AR290864806011863040,DIANE FOR COLORADO CD3,FEC ID C00649459,US,US-Federal,748,32500,28600,2305250,56575,214900,744000,216000,9255000,124200,137550,301500,24700
AR291273824337395712,AMERICANS FOR PROSPERITY,EIN ID 75-3148958,US,US-Federal,265,799500,703550,56689750,1391075,5284400,18292000,5308500,227572500,3053900,3381750,7410750,607600
AR293569604616192000,OSMACK FOR MISSOURI,FEC ID C00650994,US,US-Federal,3,800,700,57250,1400,5300,18000,5500,232500,3100,3375,7500,600
AR29370154601152512,REPUBLICAN PARTY OF IOWA,FEC ID C00014498,US,US-Federal,6,2800,2450,198000,4850,18500,64000,18500,795000,10700,11850,26250,2100
AR29387197031383040,COMMITTEE TO ELECT LEIGH BROWN,FEC ID C00700641,US,US-Federal,12,3900,3400,274500,6725,25600,89000,25500,1102500,14800,16350,36000,2950
AR293894235424292864,Intrépide Studio SARL-S,,"BE, EU",EU-Parliament,2,100,100,8000,200,800,3000,1000,30000,400,450,750,100
AR293973675139399680,DUNCAN D. HUNTER FOR CONGRESS,FEC ID C00433524,US,US-Federal,29,400,300,25750,625,2400,8000,2500,105000,1400,1500,3000,300
AR294651524057923584,PLANNED PARENTHOOD ACTION FUND INC,FEC ID C90005471,US,US-Federal,40,48600,42800,3447750,84600,321400,1112000,323000,13837500,185700,205650,450750,36950
AR294968183406723072,ARIZONANS FOR LIFE,FEC ID C00681817,US,US-Federal,2,6000,5300,425000,10425,39600,137000,40000,1710000,22900,25350,55500,4550
AR295730694720585728,RODNEY FOR CONGRESS,EIN ID 45-5350751,US,US-Federal,1,700,600,49500,1225,4600,16000,4500,195000,2700,2925,6750,550
AR296903323871608832,FASO FOR CONGRESS,FEC ID C00580415,US,US-Federal,42,68100,59950,4832250,118575,450500,1559000,452500,19402500,260300,288225,631500,51800
AR296997332115783680,Yhteinen hyvä ry,,"EU, FI",EU-Parliament,34,700,600,47500,1175,4400,15000,4500,187500,2600,2850,6000,500
AR298977552557408256,ACT ON CLIMATE NOW,FEC ID C00697300,US,US-Federal,82,75800,66700,5373500,131850,500900,1734000,503000,21570000,289500,320550,702750,57600
AR299155123685294080,GREG FOR MONTANA,FEC ID C00631945,US,US-Federal,96,45700,40200,3240000,79500,302000,1045000,303500,13005000,174500,193275,423750,34750
AR299458588894560256,LGBTQ VICTORY FUND FEDERAL PAC,FEC ID C00476978,US,US-Federal,8,800,750,59750,1475,5600,19000,5500,240000,3200,3600,7500,650
AR299865408196837376,CAROLYN FOR CONGRESS,FEC ID C00649376,US,US-Federal,5,18700,16500,1329000,32625,123900,429000,124500,5332500,71600,79275,174000,14250
AR299934677429387264,BOUNCE EXCHANGE INC,EIN ID 45-3617507,US,US-Federal,5,1100,1000,79000,1925,7400,25000,7500,315000,4300,4725,10500,850
AR300281023592136704,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",EIN ID 13-1644147,US,US-Federal,177,363900,320250,25804000,633175,2405400,8326000,2416500,103590000,1390100,1539300,3373500,276550
AR300398121580494848,MORE CONSERVATIVES PAC (MCPAC),FEC ID C00540187,US,US-Federal,1,200,150,13500,325,1300,4000,1500,52500,700,825,1500,150
AR30065045949906944,BILL NELSON FOR US SENATE,FEC ID C00344051,US,US-Federal,96,738800,650150,52390250,1285550,4883600,16904000,4906000,210315000,2822300,3125250,6849000,561500
AR300729074580455424,VVD,,"BE, EU, FR, NL",EU-Parliament,490,4000,3500,281750,6925,26300,91000,26500,1132500,15200,16800,36750,3000
AR30109026415017984,"HUFFINES, DONALD",FEC ID C90009697,US,US-Federal,4,500,400,33500,825,3100,11000,3000,135000,1800,2025,4500,350
AR301231001638535168,CIVIC,EIN ID 83-0899623,US,US-Federal,2,0,50,3250,75,300,1000,500,15000,200,150,750,50
AR302015503184953344,FRIENDS OF ANNA WILLIAMS,EIN ID 82-4712194,US,US-Federal,1,1300,1150,92250,2275,8600,30000,8500,367500,5000,5475,12000,1000
AR302532823405821952,CARLOS CURBELO CONGRESS,FEC ID C00546846,US,US-Federal,96,40500,35650,2872750,70500,267800,927000,269000,11535000,154800,171375,375750,30800
AR302539695353495552,Avaaz Campaigns UK,,"EU, GB, NL",EU-Parliament,14,8300,7350,591000,14500,55100,191000,55500,2370000,31800,35250,77250,6350
AR303474555115012096,MIKE JOHNSTON FOR US SENATE,EIN ID 83-3009869,US,US-Federal,275,22300,19650,1581750,38800,147400,510000,148000,6352500,85200,94350,207000,16950
AR303658723312664576,CARPER FOR SENATE,FEC ID C00349217,US,US-Federal,34,67200,59150,4767750,117000,444400,1538000,446500,19140000,256900,284400,623250,51100
AR303746959120793600,Projekt Európa,,"EU, IT, SK",EU-Parliament,126,4700,4100,331000,8125,30800,107000,31000,1327500,17800,19725,43500,3550
AR303779669591719936,EASTMAN FOR CONGRESS,FEC ID C00639310,US,US-Federal,10,3500,3100,250250,6150,23300,81000,23500,1005000,13500,14925,33000,2700
AR304201882056785920,EDWARDS FOR NEW HAMPSHIRE,FEC ID C00637397,US,US-Federal,10,5500,4850,391500,9600,36500,126000,36500,1575000,21100,23325,51000,4200
AR3043448185683968,DEAN PHILLIPS FOR CONGRESS,FEC ID C00640714,US,US-Federal,64,14200,12500,1008750,24750,94000,325000,94500,4050000,54300,60150,132000,10800
AR304375604893974528,KATIE PORTER FOR CONGRESS,FEC ID C00636571,US,US-Federal,50,58800,51750,4169250,102300,388600,1345000,390500,16740000,224600,248700,545250,44700
